text1,text2,aspect1,aspect2,sentiment1,sentiment2,joins
I went back (with my cold soups) They said they would have to make me another dish since they couldn't scrape off the unwanted ingredients.,"However, the drinks are very good and this place is alright for brunch, if you don't mind sitting in a very cramped spot and/or waiting on line.",ambience,miscellaneous,negative,negative,False
I went back (with my cold soups) They said they would have to make me another dish since they couldn't scrape off the unwanted ingredients.,"However, the drinks are very good and this place is alright for brunch, if you don't mind sitting in a very cramped spot and/or waiting on line.",ambience,service,negative,negative,False
I went back (with my cold soups) They said they would have to make me another dish since they couldn't scrape off the unwanted ingredients.,The ONLY negative was when we asked the waiter to secretly bring birthday cake and some other desserts for the table.,ambience,staff,negative,negative,False
I went back (with my cold soups) They said they would have to make me another dish since they couldn't scrape off the unwanted ingredients.,"Sometimes, the take-out and seating lines can be long, but the staff help move things along.",ambience,staff,negative,positive,False
I went back (with my cold soups) They said they would have to make me another dish since they couldn't scrape off the unwanted ingredients.,"I went to Sushiden on a Friday night around 8:00, the place was pretty empty, we had reservations, but we didnt need them.",ambience,place,negative,negative,False
I went back (with my cold soups) They said they would have to make me another dish since they couldn't scrape off the unwanted ingredients.,THE DECOR HAS BEEN UPDATED TO A FULL BLOWN RESTAURANT BUT THE QUALITY AND THE QUANTITY HASN'T CHANGED.,ambience,ambience,negative,positive,False
I went back (with my cold soups) They said they would have to make me another dish since they couldn't scrape off the unwanted ingredients.,THE DECOR HAS BEEN UPDATED TO A FULL BLOWN RESTAURANT BUT THE QUALITY AND THE QUANTITY HASN'T CHANGED.,ambience,miscellaneous,negative,negative,False
I went back (with my cold soups) They said they would have to make me another dish since they couldn't scrape off the unwanted ingredients.,"A+  was planning a party for my staff, and was treated rudely by another restaurant when trying to add more people to reservation (a simple no would have worked).",ambience,staff,negative,negative,False
I went back (with my cold soups) They said they would have to make me another dish since they couldn't scrape off the unwanted ingredients.,"The Food Regulars swear by the tamales, which are spongy, well-seasoned and pulled from steaming crocks on the counter.",ambience,food,negative,positive,False
I went back (with my cold soups) They said they would have to make me another dish since they couldn't scrape off the unwanted ingredients.,"Unfortunately, the food along with the unhelpful service doesn't make up for the atmosphere.",ambience,service,negative,negative,False
I went back (with my cold soups) They said they would have to make me another dish since they couldn't scrape off the unwanted ingredients.,"They expanded the seating with a cozy new back section, added some great new dishes (I had the most fantastic j erk Shrimp and exciting maize crusted salmon) but kept everything that was good (amazing staff and Mac Jack!)",ambience,food,negative,positive,False
I went back (with my cold soups) They said they would have to make me another dish since they couldn't scrape off the unwanted ingredients.,"They expanded the seating with a cozy new back section, added some great new dishes (I had the most fantastic j erk Shrimp and exciting maize crusted salmon) but kept everything that was good (amazing staff and Mac Jack!)",ambience,staff,negative,positive,False
I went back (with my cold soups) They said they would have to make me another dish since they couldn't scrape off the unwanted ingredients.,Not to mention that the busboy spilled 2 glasses of water on my back and the Manager was NOWHERE TO BE SEEN.,ambience,staff,negative,negative,False
I went back (with my cold soups) They said they would have to make me another dish since they couldn't scrape off the unwanted ingredients.,"Smiling servers quiz diners with movie trivia, but forget to fill their water glasses.",ambience,staff,negative,positive,False
I went back (with my cold soups) They said they would have to make me another dish since they couldn't scrape off the unwanted ingredients.,"The waiter was miffed when we decided to order dessert (and I must say we were eating the courses as they arrived, no lingering).",ambience,staff,negative,negative,False
I went back (with my cold soups) They said they would have to make me another dish since they couldn't scrape off the unwanted ingredients.,"Heck even if they had awful service and atmosphere I would still come to this place for their dumplings, luckly that is not the case.",ambience,service,negative,negative,False
I went back (with my cold soups) They said they would have to make me another dish since they couldn't scrape off the unwanted ingredients.,"Heck even if they had awful service and atmosphere I would still come to this place for their dumplings, luckly that is not the case.",ambience,ambience,negative,negative,True
I went back (with my cold soups) They said they would have to make me another dish since they couldn't scrape off the unwanted ingredients.,"Heck even if they had awful service and atmosphere I would still come to this place for their dumplings, luckly that is not the case.",ambience,food,negative,positive,False
I went back (with my cold soups) They said they would have to make me another dish since they couldn't scrape off the unwanted ingredients.,Chef Anthony is warm and is always fixing up something unique and tasty in the kitchen to send to your table.,ambience,staff,negative,positive,False
I went back (with my cold soups) They said they would have to make me another dish since they couldn't scrape off the unwanted ingredients.,"The menu features classic French bistro fare, like steamed mussels with French fries and hangar steak with a green peppercorn sauce.",ambience,food,negative,positive,False
I went back (with my cold soups) They said they would have to make me another dish since they couldn't scrape off the unwanted ingredients.,"Had an after-work drink at the bar with a date, loved the place so much we came back for brunch the next morning.",ambience,place,negative,positive,False
I went back (with my cold soups) They said they would have to make me another dish since they couldn't scrape off the unwanted ingredients.,The food was served promptly and was really hot.,ambience,food,negative,positive,False
I went back (with my cold soups) They said they would have to make me another dish since they couldn't scrape off the unwanted ingredients.,"The kitchen is open and surrounded by bar seating (the only kind of seating), and they have a nice set-up where the waitress stays behind the bar and the chefs deliver your food after you have watched them prepare it.",ambience,place,negative,positive,False
I went back (with my cold soups) They said they would have to make me another dish since they couldn't scrape off the unwanted ingredients.,"The kitchen is open and surrounded by bar seating (the only kind of seating), and they have a nice set-up where the waitress stays behind the bar and the chefs deliver your food after you have watched them prepare it.",ambience,staff,negative,positive,False
I went back (with my cold soups) They said they would have to make me another dish since they couldn't scrape off the unwanted ingredients.,I had been to Blue Fin previously for drinks and appetizers and thought the atmosphere was very good (expecially for people watching).,ambience,ambience,negative,positive,False
I went back (with my cold soups) They said they would have to make me another dish since they couldn't scrape off the unwanted ingredients.,"The bar downstairs is a lot of fun, so if you get stuck waiting, just have drink.",ambience,service,negative,negative,False
I went back (with my cold soups) They said they would have to make me another dish since they couldn't scrape off the unwanted ingredients.,"The atmosphere was nice (tables were a bit too close together) and trendy, but waiters seemed rushed.",ambience,ambience,negative,positive,False
I went back (with my cold soups) They said they would have to make me another dish since they couldn't scrape off the unwanted ingredients.,"The atmosphere was nice (tables were a bit too close together) and trendy, but waiters seemed rushed.",ambience,place,negative,negative,False
I went back (with my cold soups) They said they would have to make me another dish since they couldn't scrape off the unwanted ingredients.,We recently had brunch at this establishment with two other couples and I have to say I was majorly dissapointed with the service and how we were treated.,ambience,service,negative,negative,False
I went back (with my cold soups) They said they would have to make me another dish since they couldn't scrape off the unwanted ingredients.,"Although our waitress was pleasant and accomdating, the overpriced food was quite the opposite.",ambience,staff,negative,positive,False
I went back (with my cold soups) They said they would have to make me another dish since they couldn't scrape off the unwanted ingredients.,"Although our waitress was pleasant and accomdating, the overpriced food was quite the opposite.",ambience,food,negative,negative,False
I went back (with my cold soups) They said they would have to make me another dish since they couldn't scrape off the unwanted ingredients.,Their desserts were limited - I mean REALLY limited to 2 items (nothing like the online menu).,ambience,food,negative,negative,False
I went back (with my cold soups) They said they would have to make me another dish since they couldn't scrape off the unwanted ingredients.,"My group got charged an outrageuos $63/person for a family-style dinner, including a 23% tip added for the horrible service.",ambience,service,negative,negative,False
I went back (with my cold soups) They said they would have to make me another dish since they couldn't scrape off the unwanted ingredients.,Bartenders look like model wannabes and threw out my friend's beer before he was finished (about 1/4 left).,ambience,staff,negative,negative,False
I went back (with my cold soups) They said they would have to make me another dish since they couldn't scrape off the unwanted ingredients.,Perhaps if the owner manager would concentrate more on service then acting as a dj this restaurant would run better.,ambience,service,negative,negative,False
"Server's were extremely nice, yet were socializing too much with friends that were having drinks at the bar and it was difficult to get their attention.",The waiter was just throwing our dishes on the table without even clearing the appetizer plates and then they started clearing the food when we weren't even finished yet.,staff,staff,positive,negative,False
"Server's were extremely nice, yet were socializing too much with friends that were having drinks at the bar and it was difficult to get their attention.","Before we can even order desert, the waitress comes and tells us we have to leave because the host wanted our table.",staff,staff,positive,negative,False
"Server's were extremely nice, yet were socializing too much with friends that were having drinks at the bar and it was difficult to get their attention.",the tables are in the back and the ambience was less to be desired.,staff,ambience,positive,negative,False
"Server's were extremely nice, yet were socializing too much with friends that were having drinks at the bar and it was difficult to get their attention.","While service is still ok, the food has been not up to par on my last few visits.",staff,service,positive,positive,False
"Server's were extremely nice, yet were socializing too much with friends that were having drinks at the bar and it was difficult to get their attention.","While service is still ok, the food has been not up to par on my last few visits.",staff,food,positive,negative,False
"Server's were extremely nice, yet were socializing too much with friends that were having drinks at the bar and it was difficult to get their attention.","After the wine experience, I actually expected worse than what was served.",staff,service,positive,negative,False
"Server's were extremely nice, yet were socializing too much with friends that were having drinks at the bar and it was difficult to get their attention.",I dined in the Main Dining Room which is surrounded by authentic Spanish decorations.,staff,ambience,positive,positive,False
"Server's were extremely nice, yet were socializing too much with friends that were having drinks at the bar and it was difficult to get their attention.","Our server did not check on us, ask if we needed anything, refill our water or get our dessert order right.",staff,staff,positive,negative,False
"Server's were extremely nice, yet were socializing too much with friends that were having drinks at the bar and it was difficult to get their attention.","On ouor visit, our reservation was ignored and then we were asked to move from our seats at the bar, where we were told to wait, because we were not drinking enough.",staff,miscellaneous,positive,negative,False
"Server's were extremely nice, yet were socializing too much with friends that were having drinks at the bar and it was difficult to get their attention.","The food at Cafe Asean is to die for, and the prices are unmatchable.",staff,food,positive,positive,False
"Server's were extremely nice, yet were socializing too much with friends that were having drinks at the bar and it was difficult to get their attention.","The food at Cafe Asean is to die for, and the prices are unmatchable.",staff,price,positive,negative,False
"Server's were extremely nice, yet were socializing too much with friends that were having drinks at the bar and it was difficult to get their attention.","The Scene The entrance leads into a dim, narrow bar decorated with sake bottles, exposed brick and a beautiful arched wooden ceiling.",staff,miscellaneous,positive,positive,False
"Server's were extremely nice, yet were socializing too much with friends that were having drinks at the bar and it was difficult to get their attention.","The Scene The entrance leads into a dim, narrow bar decorated with sake bottles, exposed brick and a beautiful arched wooden ceiling.",staff,place,positive,negative,False
"Server's were extremely nice, yet were socializing too much with friends that were having drinks at the bar and it was difficult to get their attention.",It also has great ice cream and spumoni ices.,staff,food,positive,positive,False
"Server's were extremely nice, yet were socializing too much with friends that were having drinks at the bar and it was difficult to get their attention.","However, the drinks are very good and this place is alright for brunch, if you don't mind sitting in a very cramped spot and/or waiting on line.",staff,food,positive,positive,False
"Server's were extremely nice, yet were socializing too much with friends that were having drinks at the bar and it was difficult to get their attention.","However, the drinks are very good and this place is alright for brunch, if you don't mind sitting in a very cramped spot and/or waiting on line.",staff,miscellaneous,positive,negative,False
"Server's were extremely nice, yet were socializing too much with friends that were having drinks at the bar and it was difficult to get their attention.","However, the drinks are very good and this place is alright for brunch, if you don't mind sitting in a very cramped spot and/or waiting on line.",staff,service,positive,negative,False
"Server's were extremely nice, yet were socializing too much with friends that were having drinks at the bar and it was difficult to get their attention.",The ONLY negative was when we asked the waiter to secretly bring birthday cake and some other desserts for the table.,staff,staff,positive,negative,False
"Server's were extremely nice, yet were socializing too much with friends that were having drinks at the bar and it was difficult to get their attention.","Sometimes, the take-out and seating lines can be long, but the staff help move things along.",staff,staff,positive,positive,True
"Server's were extremely nice, yet were socializing too much with friends that were having drinks at the bar and it was difficult to get their attention.","I went to Sushiden on a Friday night around 8:00, the place was pretty empty, we had reservations, but we didnt need them.",staff,place,positive,negative,False
"Server's were extremely nice, yet were socializing too much with friends that were having drinks at the bar and it was difficult to get their attention.",THE DECOR HAS BEEN UPDATED TO A FULL BLOWN RESTAURANT BUT THE QUALITY AND THE QUANTITY HASN'T CHANGED.,staff,ambience,positive,positive,False
"Server's were extremely nice, yet were socializing too much with friends that were having drinks at the bar and it was difficult to get their attention.",THE DECOR HAS BEEN UPDATED TO A FULL BLOWN RESTAURANT BUT THE QUALITY AND THE QUANTITY HASN'T CHANGED.,staff,miscellaneous,positive,negative,False
"Server's were extremely nice, yet were socializing too much with friends that were having drinks at the bar and it was difficult to get their attention.","A+  was planning a party for my staff, and was treated rudely by another restaurant when trying to add more people to reservation (a simple no would have worked).",staff,staff,positive,negative,False
"Server's were extremely nice, yet were socializing too much with friends that were having drinks at the bar and it was difficult to get their attention.","The Food Regulars swear by the tamales, which are spongy, well-seasoned and pulled from steaming crocks on the counter.",staff,food,positive,positive,False
"Server's were extremely nice, yet were socializing too much with friends that were having drinks at the bar and it was difficult to get their attention.","Unfortunately, the food along with the unhelpful service doesn't make up for the atmosphere.",staff,service,positive,negative,False
"Server's were extremely nice, yet were socializing too much with friends that were having drinks at the bar and it was difficult to get their attention.","They expanded the seating with a cozy new back section, added some great new dishes (I had the most fantastic j erk Shrimp and exciting maize crusted salmon) but kept everything that was good (amazing staff and Mac Jack!)",staff,food,positive,positive,False
"Server's were extremely nice, yet were socializing too much with friends that were having drinks at the bar and it was difficult to get their attention.","They expanded the seating with a cozy new back section, added some great new dishes (I had the most fantastic j erk Shrimp and exciting maize crusted salmon) but kept everything that was good (amazing staff and Mac Jack!)",staff,staff,positive,positive,True
"Server's were extremely nice, yet were socializing too much with friends that were having drinks at the bar and it was difficult to get their attention.",Not to mention that the busboy spilled 2 glasses of water on my back and the Manager was NOWHERE TO BE SEEN.,staff,staff,positive,negative,False
"Server's were extremely nice, yet were socializing too much with friends that were having drinks at the bar and it was difficult to get their attention.","Smiling servers quiz diners with movie trivia, but forget to fill their water glasses.",staff,staff,positive,positive,True
"Server's were extremely nice, yet were socializing too much with friends that were having drinks at the bar and it was difficult to get their attention.","The waiter was miffed when we decided to order dessert (and I must say we were eating the courses as they arrived, no lingering).",staff,staff,positive,negative,False
"Server's were extremely nice, yet were socializing too much with friends that were having drinks at the bar and it was difficult to get their attention.","Heck even if they had awful service and atmosphere I would still come to this place for their dumplings, luckly that is not the case.",staff,service,positive,negative,False
"Server's were extremely nice, yet were socializing too much with friends that were having drinks at the bar and it was difficult to get their attention.","Heck even if they had awful service and atmosphere I would still come to this place for their dumplings, luckly that is not the case.",staff,ambience,positive,negative,False
"Server's were extremely nice, yet were socializing too much with friends that were having drinks at the bar and it was difficult to get their attention.","Heck even if they had awful service and atmosphere I would still come to this place for their dumplings, luckly that is not the case.",staff,food,positive,positive,False
"Server's were extremely nice, yet were socializing too much with friends that were having drinks at the bar and it was difficult to get their attention.",Chef Anthony is warm and is always fixing up something unique and tasty in the kitchen to send to your table.,staff,staff,positive,positive,True
"Server's were extremely nice, yet were socializing too much with friends that were having drinks at the bar and it was difficult to get their attention.","The menu features classic French bistro fare, like steamed mussels with French fries and hangar steak with a green peppercorn sauce.",staff,food,positive,positive,False
"Server's were extremely nice, yet were socializing too much with friends that were having drinks at the bar and it was difficult to get their attention.","Had an after-work drink at the bar with a date, loved the place so much we came back for brunch the next morning.",staff,place,positive,positive,False
"Server's were extremely nice, yet were socializing too much with friends that were having drinks at the bar and it was difficult to get their attention.",The food was served promptly and was really hot.,staff,food,positive,positive,False
"Server's were extremely nice, yet were socializing too much with friends that were having drinks at the bar and it was difficult to get their attention.","The kitchen is open and surrounded by bar seating (the only kind of seating), and they have a nice set-up where the waitress stays behind the bar and the chefs deliver your food after you have watched them prepare it.",staff,place,positive,positive,False
"Server's were extremely nice, yet were socializing too much with friends that were having drinks at the bar and it was difficult to get their attention.","The kitchen is open and surrounded by bar seating (the only kind of seating), and they have a nice set-up where the waitress stays behind the bar and the chefs deliver your food after you have watched them prepare it.",staff,staff,positive,positive,True
"Server's were extremely nice, yet were socializing too much with friends that were having drinks at the bar and it was difficult to get their attention.",I had been to Blue Fin previously for drinks and appetizers and thought the atmosphere was very good (expecially for people watching).,staff,ambience,positive,positive,False
"Server's were extremely nice, yet were socializing too much with friends that were having drinks at the bar and it was difficult to get their attention.","The bar downstairs is a lot of fun, so if you get stuck waiting, just have drink.",staff,service,positive,negative,False
"Server's were extremely nice, yet were socializing too much with friends that were having drinks at the bar and it was difficult to get their attention.","The atmosphere was nice (tables were a bit too close together) and trendy, but waiters seemed rushed.",staff,ambience,positive,positive,False
"Server's were extremely nice, yet were socializing too much with friends that were having drinks at the bar and it was difficult to get their attention.","The atmosphere was nice (tables were a bit too close together) and trendy, but waiters seemed rushed.",staff,place,positive,negative,False
"Server's were extremely nice, yet were socializing too much with friends that were having drinks at the bar and it was difficult to get their attention.",We recently had brunch at this establishment with two other couples and I have to say I was majorly dissapointed with the service and how we were treated.,staff,service,positive,negative,False
"Server's were extremely nice, yet were socializing too much with friends that were having drinks at the bar and it was difficult to get their attention.","Although our waitress was pleasant and accomdating, the overpriced food was quite the opposite.",staff,staff,positive,positive,True
"Server's were extremely nice, yet were socializing too much with friends that were having drinks at the bar and it was difficult to get their attention.","Although our waitress was pleasant and accomdating, the overpriced food was quite the opposite.",staff,food,positive,negative,False
"Server's were extremely nice, yet were socializing too much with friends that were having drinks at the bar and it was difficult to get their attention.",Their desserts were limited - I mean REALLY limited to 2 items (nothing like the online menu).,staff,food,positive,negative,False
"Server's were extremely nice, yet were socializing too much with friends that were having drinks at the bar and it was difficult to get their attention.","My group got charged an outrageuos $63/person for a family-style dinner, including a 23% tip added for the horrible service.",staff,service,positive,negative,False
"Server's were extremely nice, yet were socializing too much with friends that were having drinks at the bar and it was difficult to get their attention.",Bartenders look like model wannabes and threw out my friend's beer before he was finished (about 1/4 left).,staff,staff,positive,negative,False
"Server's were extremely nice, yet were socializing too much with friends that were having drinks at the bar and it was difficult to get their attention.",Perhaps if the owner manager would concentrate more on service then acting as a dj this restaurant would run better.,staff,service,positive,negative,False
"And there wasn't much room for the people at the bar to stand either, as the restaurant attempted to squeeze as many tables into the restaurant as they could, forcing those dining to have to shift in their chairs every time a waiter attempted to get by.",The waiter was just throwing our dishes on the table without even clearing the appetizer plates and then they started clearing the food when we weren't even finished yet.,staff,staff,negative,negative,True
"And there wasn't much room for the people at the bar to stand either, as the restaurant attempted to squeeze as many tables into the restaurant as they could, forcing those dining to have to shift in their chairs every time a waiter attempted to get by.","Before we can even order desert, the waitress comes and tells us we have to leave because the host wanted our table.",staff,staff,negative,negative,True
"And there wasn't much room for the people at the bar to stand either, as the restaurant attempted to squeeze as many tables into the restaurant as they could, forcing those dining to have to shift in their chairs every time a waiter attempted to get by.",the tables are in the back and the ambience was less to be desired.,staff,ambience,negative,negative,False
"And there wasn't much room for the people at the bar to stand either, as the restaurant attempted to squeeze as many tables into the restaurant as they could, forcing those dining to have to shift in their chairs every time a waiter attempted to get by.","While service is still ok, the food has been not up to par on my last few visits.",staff,service,negative,positive,False
"And there wasn't much room for the people at the bar to stand either, as the restaurant attempted to squeeze as many tables into the restaurant as they could, forcing those dining to have to shift in their chairs every time a waiter attempted to get by.","While service is still ok, the food has been not up to par on my last few visits.",staff,food,negative,negative,False
"And there wasn't much room for the people at the bar to stand either, as the restaurant attempted to squeeze as many tables into the restaurant as they could, forcing those dining to have to shift in their chairs every time a waiter attempted to get by.","After the wine experience, I actually expected worse than what was served.",staff,service,negative,negative,False
"And there wasn't much room for the people at the bar to stand either, as the restaurant attempted to squeeze as many tables into the restaurant as they could, forcing those dining to have to shift in their chairs every time a waiter attempted to get by.",I dined in the Main Dining Room which is surrounded by authentic Spanish decorations.,staff,ambience,negative,positive,False
"And there wasn't much room for the people at the bar to stand either, as the restaurant attempted to squeeze as many tables into the restaurant as they could, forcing those dining to have to shift in their chairs every time a waiter attempted to get by.","Our server did not check on us, ask if we needed anything, refill our water or get our dessert order right.",staff,staff,negative,negative,True
"And there wasn't much room for the people at the bar to stand either, as the restaurant attempted to squeeze as many tables into the restaurant as they could, forcing those dining to have to shift in their chairs every time a waiter attempted to get by.","On ouor visit, our reservation was ignored and then we were asked to move from our seats at the bar, where we were told to wait, because we were not drinking enough.",staff,miscellaneous,negative,negative,False
"And there wasn't much room for the people at the bar to stand either, as the restaurant attempted to squeeze as many tables into the restaurant as they could, forcing those dining to have to shift in their chairs every time a waiter attempted to get by.","The food at Cafe Asean is to die for, and the prices are unmatchable.",staff,food,negative,positive,False
"And there wasn't much room for the people at the bar to stand either, as the restaurant attempted to squeeze as many tables into the restaurant as they could, forcing those dining to have to shift in their chairs every time a waiter attempted to get by.","The food at Cafe Asean is to die for, and the prices are unmatchable.",staff,price,negative,negative,False
"And there wasn't much room for the people at the bar to stand either, as the restaurant attempted to squeeze as many tables into the restaurant as they could, forcing those dining to have to shift in their chairs every time a waiter attempted to get by.","The Scene The entrance leads into a dim, narrow bar decorated with sake bottles, exposed brick and a beautiful arched wooden ceiling.",staff,miscellaneous,negative,positive,False
"And there wasn't much room for the people at the bar to stand either, as the restaurant attempted to squeeze as many tables into the restaurant as they could, forcing those dining to have to shift in their chairs every time a waiter attempted to get by.","The Scene The entrance leads into a dim, narrow bar decorated with sake bottles, exposed brick and a beautiful arched wooden ceiling.",staff,place,negative,negative,False
"And there wasn't much room for the people at the bar to stand either, as the restaurant attempted to squeeze as many tables into the restaurant as they could, forcing those dining to have to shift in their chairs every time a waiter attempted to get by.",It also has great ice cream and spumoni ices.,staff,food,negative,positive,False
"And there wasn't much room for the people at the bar to stand either, as the restaurant attempted to squeeze as many tables into the restaurant as they could, forcing those dining to have to shift in their chairs every time a waiter attempted to get by.","However, the drinks are very good and this place is alright for brunch, if you don't mind sitting in a very cramped spot and/or waiting on line.",staff,food,negative,positive,False
"And there wasn't much room for the people at the bar to stand either, as the restaurant attempted to squeeze as many tables into the restaurant as they could, forcing those dining to have to shift in their chairs every time a waiter attempted to get by.","However, the drinks are very good and this place is alright for brunch, if you don't mind sitting in a very cramped spot and/or waiting on line.",staff,miscellaneous,negative,negative,False
"And there wasn't much room for the people at the bar to stand either, as the restaurant attempted to squeeze as many tables into the restaurant as they could, forcing those dining to have to shift in their chairs every time a waiter attempted to get by.","However, the drinks are very good and this place is alright for brunch, if you don't mind sitting in a very cramped spot and/or waiting on line.",staff,service,negative,negative,False
"And there wasn't much room for the people at the bar to stand either, as the restaurant attempted to squeeze as many tables into the restaurant as they could, forcing those dining to have to shift in their chairs every time a waiter attempted to get by.",The ONLY negative was when we asked the waiter to secretly bring birthday cake and some other desserts for the table.,staff,staff,negative,negative,True
"And there wasn't much room for the people at the bar to stand either, as the restaurant attempted to squeeze as many tables into the restaurant as they could, forcing those dining to have to shift in their chairs every time a waiter attempted to get by.","Sometimes, the take-out and seating lines can be long, but the staff help move things along.",staff,staff,negative,positive,False
"And there wasn't much room for the people at the bar to stand either, as the restaurant attempted to squeeze as many tables into the restaurant as they could, forcing those dining to have to shift in their chairs every time a waiter attempted to get by.","I went to Sushiden on a Friday night around 8:00, the place was pretty empty, we had reservations, but we didnt need them.",staff,place,negative,negative,False
"And there wasn't much room for the people at the bar to stand either, as the restaurant attempted to squeeze as many tables into the restaurant as they could, forcing those dining to have to shift in their chairs every time a waiter attempted to get by.",THE DECOR HAS BEEN UPDATED TO A FULL BLOWN RESTAURANT BUT THE QUALITY AND THE QUANTITY HASN'T CHANGED.,staff,ambience,negative,positive,False
"And there wasn't much room for the people at the bar to stand either, as the restaurant attempted to squeeze as many tables into the restaurant as they could, forcing those dining to have to shift in their chairs every time a waiter attempted to get by.",THE DECOR HAS BEEN UPDATED TO A FULL BLOWN RESTAURANT BUT THE QUALITY AND THE QUANTITY HASN'T CHANGED.,staff,miscellaneous,negative,negative,False
"And there wasn't much room for the people at the bar to stand either, as the restaurant attempted to squeeze as many tables into the restaurant as they could, forcing those dining to have to shift in their chairs every time a waiter attempted to get by.","A+  was planning a party for my staff, and was treated rudely by another restaurant when trying to add more people to reservation (a simple no would have worked).",staff,staff,negative,negative,True
"And there wasn't much room for the people at the bar to stand either, as the restaurant attempted to squeeze as many tables into the restaurant as they could, forcing those dining to have to shift in their chairs every time a waiter attempted to get by.","The Food Regulars swear by the tamales, which are spongy, well-seasoned and pulled from steaming crocks on the counter.",staff,food,negative,positive,False
"And there wasn't much room for the people at the bar to stand either, as the restaurant attempted to squeeze as many tables into the restaurant as they could, forcing those dining to have to shift in their chairs every time a waiter attempted to get by.","Unfortunately, the food along with the unhelpful service doesn't make up for the atmosphere.",staff,service,negative,negative,False
"And there wasn't much room for the people at the bar to stand either, as the restaurant attempted to squeeze as many tables into the restaurant as they could, forcing those dining to have to shift in their chairs every time a waiter attempted to get by.","They expanded the seating with a cozy new back section, added some great new dishes (I had the most fantastic j erk Shrimp and exciting maize crusted salmon) but kept everything that was good (amazing staff and Mac Jack!)",staff,food,negative,positive,False
"And there wasn't much room for the people at the bar to stand either, as the restaurant attempted to squeeze as many tables into the restaurant as they could, forcing those dining to have to shift in their chairs every time a waiter attempted to get by.","They expanded the seating with a cozy new back section, added some great new dishes (I had the most fantastic j erk Shrimp and exciting maize crusted salmon) but kept everything that was good (amazing staff and Mac Jack!)",staff,staff,negative,positive,False
"And there wasn't much room for the people at the bar to stand either, as the restaurant attempted to squeeze as many tables into the restaurant as they could, forcing those dining to have to shift in their chairs every time a waiter attempted to get by.",Not to mention that the busboy spilled 2 glasses of water on my back and the Manager was NOWHERE TO BE SEEN.,staff,staff,negative,negative,True
"And there wasn't much room for the people at the bar to stand either, as the restaurant attempted to squeeze as many tables into the restaurant as they could, forcing those dining to have to shift in their chairs every time a waiter attempted to get by.","Smiling servers quiz diners with movie trivia, but forget to fill their water glasses.",staff,staff,negative,positive,False
"And there wasn't much room for the people at the bar to stand either, as the restaurant attempted to squeeze as many tables into the restaurant as they could, forcing those dining to have to shift in their chairs every time a waiter attempted to get by.","The waiter was miffed when we decided to order dessert (and I must say we were eating the courses as they arrived, no lingering).",staff,staff,negative,negative,True
"And there wasn't much room for the people at the bar to stand either, as the restaurant attempted to squeeze as many tables into the restaurant as they could, forcing those dining to have to shift in their chairs every time a waiter attempted to get by.","Heck even if they had awful service and atmosphere I would still come to this place for their dumplings, luckly that is not the case.",staff,service,negative,negative,False
"And there wasn't much room for the people at the bar to stand either, as the restaurant attempted to squeeze as many tables into the restaurant as they could, forcing those dining to have to shift in their chairs every time a waiter attempted to get by.","Heck even if they had awful service and atmosphere I would still come to this place for their dumplings, luckly that is not the case.",staff,ambience,negative,negative,False
"And there wasn't much room for the people at the bar to stand either, as the restaurant attempted to squeeze as many tables into the restaurant as they could, forcing those dining to have to shift in their chairs every time a waiter attempted to get by.","Heck even if they had awful service and atmosphere I would still come to this place for their dumplings, luckly that is not the case.",staff,food,negative,positive,False
"And there wasn't much room for the people at the bar to stand either, as the restaurant attempted to squeeze as many tables into the restaurant as they could, forcing those dining to have to shift in their chairs every time a waiter attempted to get by.",Chef Anthony is warm and is always fixing up something unique and tasty in the kitchen to send to your table.,staff,staff,negative,positive,False
"And there wasn't much room for the people at the bar to stand either, as the restaurant attempted to squeeze as many tables into the restaurant as they could, forcing those dining to have to shift in their chairs every time a waiter attempted to get by.","The menu features classic French bistro fare, like steamed mussels with French fries and hangar steak with a green peppercorn sauce.",staff,food,negative,positive,False
"And there wasn't much room for the people at the bar to stand either, as the restaurant attempted to squeeze as many tables into the restaurant as they could, forcing those dining to have to shift in their chairs every time a waiter attempted to get by.","Had an after-work drink at the bar with a date, loved the place so much we came back for brunch the next morning.",staff,place,negative,positive,False
"And there wasn't much room for the people at the bar to stand either, as the restaurant attempted to squeeze as many tables into the restaurant as they could, forcing those dining to have to shift in their chairs every time a waiter attempted to get by.",The food was served promptly and was really hot.,staff,food,negative,positive,False
"And there wasn't much room for the people at the bar to stand either, as the restaurant attempted to squeeze as many tables into the restaurant as they could, forcing those dining to have to shift in their chairs every time a waiter attempted to get by.","The kitchen is open and surrounded by bar seating (the only kind of seating), and they have a nice set-up where the waitress stays behind the bar and the chefs deliver your food after you have watched them prepare it.",staff,place,negative,positive,False
"And there wasn't much room for the people at the bar to stand either, as the restaurant attempted to squeeze as many tables into the restaurant as they could, forcing those dining to have to shift in their chairs every time a waiter attempted to get by.","The kitchen is open and surrounded by bar seating (the only kind of seating), and they have a nice set-up where the waitress stays behind the bar and the chefs deliver your food after you have watched them prepare it.",staff,staff,negative,positive,False
"And there wasn't much room for the people at the bar to stand either, as the restaurant attempted to squeeze as many tables into the restaurant as they could, forcing those dining to have to shift in their chairs every time a waiter attempted to get by.",I had been to Blue Fin previously for drinks and appetizers and thought the atmosphere was very good (expecially for people watching).,staff,ambience,negative,positive,False
